	id	text	label	insulto	grado	rol	tipo	insultos
1349	tweet77_1591879602670034945	"Ayuso te encerr en casa, te oblig a llevar bozal, oblig a tus hijos 2 cursos, organiz un circo en IFEMA y otro en la ""pista de hielo"" para vender el ""relato oficial"". Los que hoy se manifestaban contra ella, no dijeron ni mu ante todo eso.  Igual de hijos de puta unos y otros"	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['hijos de puta']
1461	tweet16_1234917954153828354	@laSextaTV Todos deberamos actuar con el valor y el coraje de Cayetana.	NOVIOLENTO	NO				[]
2455	tweet5_1234842471940657152	@laSextaTV @cayetanaAT @cayetanaAT, la derechita cobarde ni si quiera te defiende. Algunos como @FeijooGalicia te atacan.  Los nicos que te han defendido son @vox_es. Si vas a decir lo que piensas sin complejos, el cobarde PP no es tu partido. Ests a tiempo de cambiar.	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['derechita', 'cobarde']
2140	tweet15_1234912403235708929	@laSextaTV Ol Cayetana https://t.co/RM4R8j2N1K	NOVIOLENTO	NO				[]
1278	tweet2_1591230206169473024	@paisjodido @anluma99 En que quedamos, eres de Ayuso y te da asco el PP.  O te paga el equipo de Ayuso, y tambin el PP.  Te lo llevas muerto x2. ??  Se te cae el discurso compaero	NOVIOLENTO	SI				['Te lo llevas muerto']
328	tweet39_1592204659720335360	@victorgdlv No le quito ni una coma. Ha dicho toda la puta verdad de lo que es la izquierda actual en menos de 5 minutos. Por eso os jode tanto Ayuso, por sus verdades y porque no sois capaces de callarla... Ni lo seris.	NOVIOLENTO	SI				['la puta verdad']
700	tweet32_1234977073938067456	@laSextaTV Lo nico bueno de vuestra tele comunista es el trasero de la mujer del simio	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['trasero de la mujer', 'simio']
600	tweet86_1591241416076058624	Lo mejor de mi mes sin duda ha sido el perreo de Anitta a la Ayuso jajajaja. Qu puta joya! https://t.co/5xLuZQdDhR	NOVIOLENTO	SI				['puta joya']
135	tweet34_1235701094535307266	@IreneMontero Federico te llama la erudita y la analfabeta. Yo te veo mas con la segunda definicin.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['analfabeta']
2786	tweet18_1235211481974812679	@laSextaTV Totalmente a favor suyo. Todava me acuerdo de cuando fusteis a buscar a los votantes de VOX a las puertas de su casa. No he visto lo mismo con los nacionalistas o con el resto.   100% Cayetana.	NOVIOLENTO	NO				[]
2303	tweet1_1592225406547288065	@SergioPerezben1 @aterra2s Y los casi 8000 ancianos en l comunidad de madrid tambin los mato el PSOE o la puta loca de ayuso . Los de las cunetas tambin los mat la izquierda no ? y tampoco negoci el pp con ETA en con Aznar y cuando todava estaba caliente el cuerpo de ngel blanco . Dais ascazo	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['los mato el', 'la puta loca', 'los mat', 'Dais ascazo']
1265	tweet85_1591862684299005952	Seas del signo que seas , que mala defensa tiene lo de Ayuso , y siendo as , deja de decir sandeces ,excusas justificando lo indefendible solo cllate la puta boca y aguanta el chaparrn . Hooligan de pacotilla !	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['cllate la puta boca', 'de pacotilla']
1134	tweet12_1234844255937605632	@laSextaTV Mucho nimo a @cayetanaAT, falta le har con semejantes sinvergezas como so n @laSextaTV y  @DebatAlRojoVivo	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['sinvergezas']
232	tweet85_1235311308188377092	@IreneMontero Y con este MACHISTA que se define as mismo como psicpata que hacemos???.  https://t.co/ts4eXuoq0S	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['MACHISTA', 'psicpata']
1354	tweet82_1592851422693163013	@Monica_Garcia_G Das entre pena y asco jajajaja de verdad que lo mejor que le pudo pasad a Ayuso es que t seas lider de la oposicin. Si tanto te preocupa la sanidad ponte a trabajar como mdico y deja de hacer l ridiculo	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Das entre pena y asco', 'deja de hacer l ridiculo']
2726	tweet23_1234926847122706435	@laSextaTV Cmo se va a retractar? Vosotros llevis escracheando mediticamente a polticos y dems actores de la vida pblica para hacerlos callar o hacerlos tragar con vuestro ideario neocomunista. Cada vez sern ms quienes planten cara a vuestro ideario neocomunista desvastador y vil	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['ideario neocomunista desvastador y vil']
1233	tweet52_1590884096565465090	@josevico4 Lo mejor es que no dejen hablar a Ayuso...que asco de democracia donde va un poltico y dice algo que no te gusta no?	VIOLENTO	SI	MODERADO	PASIVO	OTRO	['asco']
2787	tweet19_1235566706593894407	@IreneMontero Se puede ser ms incompetente??	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['incompetente']
1136	tweet14_1235520200616873984	@IreneMontero la ni-nistra de igual-d protagoniza la revolucin unicornio: https://t.co/uzbXanQjWo	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['ni-nistra']
1765	tweet75_1235864654879977473	@laSextaTV @cayetanaAT As es. El PP no tiene los arrestos que hay que tener para defender a la seora lvarez de Toledo.	NOVIOLENTO	NO				[]
298	tweet1_1591762894374727680	@Listuja @AntonioMaestre Jajajajajajajaja, pero mira que eres tont@ @Listuja  Hasta el apuntador sabe que tu amado partido de la gaviota corrupta ha rebentado la sanidad en todo el pais, pero la pu#@ loca de Ayuso le ha prendido fuego a la de Madrid. Dais puto asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['eres tont@', 'ha rebentado', 'la pu#@ loca', 'Dais puto asco']
1173	tweet81_990141065368952833	"Que alguien me explique x favor este Cdigo Penal este CGPJ este Gobierno y anteriores y l@s Ministr@s de #Justicia.Esta mierda qu es? Qu toma esta gente ""Fachardn   complex""  para dictar sentencias? Da mucho #asco luego te cagas en la #puta #Espaa y te linchan.ATPCulo ya!"	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['Da mucho #asco', 'puta', 'linchan', 'ATPCulo ya']
1648	tweet14_1235486441322328065	@laSextaTV  Se ha retractado ya Ferreras por el terrorista suicida lleno de calzoncillos del 11- M ?? Porque, tiempo ha tenido,  ya van para 16 aos.	NOVIOLENTO	NO				[]
1366	tweet95_1593573873278222336	Es que ayuso te pillo y te agarr de los 4 pelos esos y te reviento el crneo contra un bordillo HIJA DE PUTA	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['te pillo y', 'te agarr', 'te reviento el crneo contra un bordillo', 'HIJA DE PUTA']
579	tweet59_1591326154228916225	@Asturika1 Ahora llegar a un medio de comunicacin de estos que tienen la misma poca vergenza que el y da voz a sus payasadas o las de la cnica y loca de Ayuso y sus votantes que a esta altura no tienen mucha ms categora que el pues lo mismo, un asco de gente	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['cnica', 'loca', 'un asco']
477	tweet40_1592447545112154113	@HoyPorHoy @EduMadina @jlayllon @VictorLapuente La infame indecencia que desprenden los informativos de @Hora14 y @La_SER con las impresentables cuas del PP del narcoyate Feijoo  y la descerebrada  Ayuso repitiendo una y otra vez sus memeces es una falta de respeto a la audiencia y dice mucho de sus impresentables dueos.Asco	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['la descerebrada', 'Asco']
377	tweet95_1592105229872689153	@AnabelAlonso_of Critica que hay muchas ciudades que la sanidad da asco y n es culpa de ayuso sino de tu estado de rojuchos que son los que dan el dinero pedazo de burraca! Aqui en valencia son de los tuyos y la sanidad va peor porque n hablis de estos? Eso n interesa no???	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['burraca']
1825	tweet62_1234898749266284544	@laSextaTV Esta ta tiene cara de malaleche	NOVIOLENTO	NO				[]
1787	tweet3_1234950910842998790	@laSextaTV Y bien suave es. Si dijramos lo que pensamos de vosotros, mercenarios...	NOVIOLENTO	NO				[]
1312	tweet39_1591873412158615553	ESTOS SON UN ASCO. COMO LA AYUSO. https://t.co/DdaWmfavGx	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['SON UN ASCO']
465	tweet26_1592136080064937985	@aperezboix Yo he usado la socialista andaluza cuando era!!!  Y en una semana, festiva en la region, la atencin fue excepcional y me llamaron varias veces por si me encontraba bien o mal... En Madrid, con Ayuso y con CANCER y COVID19 ni una puta llamada... No s que decir!!! Pero...	NOVIOLENTO	SI				['puta llamada']
669	tweet86_1235241566056435712	"@IreneMontero Cuando cuidemos de que la chica llegue a casa ""sola y borracha"" el siguiente paso preguntarse por que una chica o chico llega a casa solo y borracho? Tal vez estos chicos necesiten una ayuda en valores en bsqueda de la identidad que le haga no ir ""solos y borrachos"""	NOVIOLENTO	NO				[]
899	tweet31_1591865257101762560	La excusa perfecta para echar a Ayuso ahora es la #Sanidad Anteriormente fue que benefici a su hermano.  Estn tan desesperados que ya no saben que hacer,la poltica da asco	VIOLENTO	SI	MODERADO	PASIVO	OTRO	['da asco']
1573	tweet7_1235177638416744450	@laSextaTV Puedo decir q ustedes mintieron e hicieron un traje a medida a la ONCE para ir contra una Org d Discapacitados q tiene ms de 150 sentencias a favor y contra la ONCE, pero ustedes previo pago d la ONCE supuestamente de 6 millones d euros en publicidad, hicieron ver lo contrario.	NOVIOLENTO	NO				[]
890	tweet20_1592067918678097921	"@RosaVillacastin El eslogan de la manifestacin  era ""AYUSO  PUTA"" ? muy fino Rosa,te recordamos por Torreciudad!"	VIOLENTO	SI	MODERADO	INFORMATIVO	POLITICA	"['""AYUSO  PUTA"" ?']"
2285	tweet73_1235093930347245568	"@laSextaTV Querris decir ""la Secta"" no? Bravo por Cayetana!!!!"	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	"['""la Secta""']"
1590	tweet31_1235270762845655043	@IreneMontero Irene, os habis equivocado con el lema. No pasa nada. Rectifica por favor. Ningn/a padre/madre est tranquilo si su hij@ llega borrach@ a casa porque adems de acosadores pueden sufrir un percance y no ser conscientes de ello. Alcohol s, pero con moderacin	NOVIOLENTO	NO				[]
2573	tweet84_1234950949938044933	@laSextaTV La Secta...TV y tiene toda la razn est mujer. Sois un medio populista que algunos de vuetros programas dan verdadero asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['La Secta', 'dan verdadero asco']
1598	tweet48_1235457695559319552	@IreneMontero Sola y borracha quiero llegar al trabajo, quedara fatal verdad?, no me imagino tener una madre as. Prefiero que venga con mi padre o pareja y sobria. Pero en fin, respeto que te guste en exceso el alcohol y la soledad, aunque luego nos cueste dinero el tratamiento.	VIOLENTO	NO	MODERADO	EJECUTOR	OTRO	['que te guste en exceso el alcohol']
2537	tweet22_1234940789643501569	@laSextaTV Pero por que os hacis los ofendidos, teneis lo que os mereceis, por mentir y estar a las ordenes de la izmierda de este pais	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['teneis lo que os mereceis', 'mentir', 'izmierda']
1633	tweet95_1235158755391803392	@laSextaTV ESTAMOS CON CAYETANA!!	NOVIOLENTO	NO				[]
1179	tweet89_1235220816805138440	@IreneMontero Que bochorno de Ministra de igual-da. Que bochorno.	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['Que bochorno']
337	tweet48_1592535216249528321	@telecincoes Que se lo explique a la  de su jefa queda ascola ta como defiende a la inepta trumpista y payasa de Ayuso .	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['inepta', 'payasa']
1574	tweet9_1234851146667302913	@laSextaTV @cayetanaAT El el problema es la tibieza absoluta de los dems dirigentes del @populares; quizs debas plantearte otras opciones polticas muchsimo mejores sin duda.	NOVIOLENTO	NO				[]
2009	tweet14_989568575223619584	Sindicatos  estis haciendo el #ridiculo traidors @ufpol @Sup_Policia @cep_cepolicia @AUGC_Comunica @UnionGC @SPPnacional @ASP_CNP #MarchaporlaEquiparacionYa sois artfices de la #falsaequiparacin , que os han dado para venderos? Vendidos ! Ni las migajas que firmasteis!	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['estis haciendo el #ridiculo', 'traidors']
2066	tweet94_1234976983408205824	@laSextaTV @cayetanaAT Qu bueno que no se retracte.	NOVIOLENTO	NO				[]
2695	tweet76_1235835045446692864	@laSextaTV Cada vez me cae mejor esta mujer	NOVIOLENTO	NO				[]
2593	tweet9_1234930906990772225	@laSextaTV Hace bien. Dice la verdad.	NOVIOLENTO	NO				[]
1356	tweet84_1591559764625989632	@laSextaXplica La que lleva toda la noche llamando a Ayuso con cara de asco la TACHER  dice que El No A La Guerra de maana no est politizado. Jajajaja jajajaja jajajaja jajajaja jajajaja	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['con cara de asco']
2240	tweet97_1234956788497309703	@laSextaTV Sois la sextapo, comisarios politicos	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['sextapo']
1466	tweet29_1235508907507879936	@IreneMontero LA DIFERENCIA ENTRE ABUSO Y AGRESIN ESTA PARA QUE HAYA MENOS VIOLACIONES AL SABER QUE TE CAEN MS PENAS POR HACER UN ABUSO QUE UNA AGRESIN SO INTIL, SI POR HACER CUALQUIERA DE LAS DOS TE CAE LA MISMA PENA A LOS VIOLADORES LES VA A DAR IGUAL HACER LO MS GRAVE,PEDAZO PIEDRA.	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['SO INTIL', 'PEDAZO PIEDRA.']
1593	tweet39_1234903929655373825	@laSextaTV Absolutamente cierto	NOVIOLENTO	NO				[]
2646	tweet97_1235137301241618432	@laSextaTV La verdad duele. Cuando lleva razn. Miren sus audiencias, puede que saquen algo en claro. Y no todos somos fachas.	NOVIOLENTO	NO				[]
550	tweet24_1592080521869524992	@Juanma_Cabrera @todoatreseuros @ppmadrid Jajasjjajaja vaya nivel que tienen los del PP. Si quieres Almodovar que puede pagarlo, se va ir a la pblica que es una puta mierda. Si todos pudiramos ahora mismo nos iramos a la privada, porque mejor pagar que morir, como los abuelos de las residencias. Ayuso DIMISIN	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['una puta mierda']
2510	tweet86_1234909227573006337	@laSextaTV Cmo se atreve decir eso de un medio de comunicacin veraz e imparcial como el vuestro..  Por cierto.. Encontrasteis a los 44 de Vox en Marinaleda?	NOVIOLENTO	NO				[]
676	tweet0_1234926735596060672	@laSextaTV Ha dicho lo que muchos pensamos.	NOVIOLENTO	NO				[]
470	tweet33_1591890445764026368	@SentiSerra Se la echa en las urnas, espero que lo de hoy se refleje en ellas, porque si Ayuso est desmantelando la sanidad pblica es porque la gente  vot caas y cervezas. As de triste. Asco	NOVIOLENTO	SI				['Asco']
488	tweet53_1591501009410748417	@rosadiezglez No como Ayuso que est preocupadsima por la sanidad y la gente, por eso dej morir slos y sin atender a los ancianos en las residencias  Dais mucho asco	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['dej morir', 'Dais mucho asco']
811	tweet5_1234883194752786433	@laSextaTV No tiene nada de lo que retractarse , dice la verdad como una valiente que es y punto.	NOVIOLENTO	NO				[]
1472	tweet38_1234869482138611712	@laSextaTV Normal, tiene razn. Al fin alguien pblicamente lo que muchos espaoles pensamos.	NOVIOLENTO	NO				[]
160	tweet77_1235149902302322688	@laSextaTV Bravo por lvarez de Toledo!!	NOVIOLENTO	NO				[]
1583	tweet23_1235342398626189314	@IreneMontero Llevis dos meses en el gobierno y no paris de cagarla, sois lamentables... enseando la patita	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['cagarla', 'sois lamentables']
624	tweet19_1235264599714390018	@laSextaTV @laSextaTV esta bloqueada en todos mis dispositivos , es absolutamente amoral y farsante.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['amoral', 'farsante']
2463	tweet14_1235207179508031488	@IreneMontero Eres una cnica, no te hagas la loca, tu eslogan incita al consumo de alcohol.	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['Eres una cnica']
2189	tweet98_1235257105453658112	@IreneMontero A ver Irene, que solas y borrachas llegaris tranquilas, pero a viejas.	NOVIOLENTO	NO				[]
1921	tweet1_1591836153975607296	@JessOjedaCalvo @a_reyes_n @IdiazAyuso @sanchezcastejon O del coletas, que hasta el consejero de ayuso lo desminti,luego si se les muere un familiar a un ayuser por falta de personal, que sigan con su puta cervecita y tapita, el muerto ya no va encontrarse a su ex.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['con su puta']
2827	tweet74_1235200262668775424	@IreneMontero Compartiendo el mensaje de fondo el slogan es una estupidez mal planteada que no hay por donde coger.  De un Ministerio espero poltica seria.  Esto no lo es.	NOVIOLENTO	NO				[]
2026	tweet39_1235042469189783552	@laSextaTV @cayetanaAT Se ve que a Gorilas en la Nieva y dems medios progresistas, les molesta Cayetana...	NOVIOLENTO	NO				[]
354	tweet68_1592434844700901376	Estoy oyendo a Jos Luis Aylln en la Ser justificando la gestin de Ayuso en la sanidad y me est dando asco, mucho asco. Aunque ngels y Madina le estn rebatiendo sus argunentos, l sigue don erre que erre, dime con quien andas y te dir como piensas, mucho asco... https://t.co/HeL1h31Lzi	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['me est dando asco', 'mucho asco', 'mucho asco']
1899	tweet66_1235208737503277056	@laSextaTV @mfyc1968 Y por qu tendra que retractarse? Lubertad de expresin lo llaman los de izquiedas....	NOVIOLENTO	NO				[]
2430	tweet63_1234965965919662086	@laSextaTV Os retractais vosotros de vuestra basura?	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['vuestra basura']
2696	tweet77_1234923294794670080	@laSextaTV Totalmente de acuerdo con Cayetana.	NOVIOLENTO	NO				[]
289	tweet80_1235314832838217728	@IreneMontero No ha sido bien elegido porque parece que digan que la mujer debe beber. Para divertirse no hace falta. Est claro que ninguna agresin tiene justificacin ninguna.	NOVIOLENTO	NO				[]
1927	tweet8_1592579135381311489	@Monica_Garcia_G Joder la sanidad funciona de puta Pena en toda Espaa. Pero ojo Ayuso es el problema.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Joder', 'de puta Pena']
352	tweet66_1591777886679490561	@europapress MENTIRA MENTIRA MENTIRA MENTIRA MENTIRA MENTIRA. VEN A VALENCIA Y VERS COMO EST LA SANIDAD. VAIS CONTRA AYUSO, PORQUE ESA ES VUESTRA FORMA DE HACER POLTICA. YA DAIS ASCO.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['DAIS ASCO']
1239	tweet58_1591154282505850880	@Mag71Mag Ayuso..PRESIDENTA..aunque les duela hijos de puta	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['aunque les duela hijos de puta']
481	tweet46_1592139658884157442	@SuperRoStar @IdiazAyuso Es todo puta poltica para cargarse a Ayuso. Todo una falsa de los rojos	NOVIOLENTO	SI				['puta']
296	tweet99_1235523157152296960	@IreneMontero Sola y borracha... Cmo tienes el hgado y el cerebro? Pregunto, yo slo pregunto.	NOVIOLENTO	NO				[]
1140	tweet21_1234960905496092674	@laSextaTV Dijo verdades como puos.	NOVIOLENTO	NO				[]
2093	tweet36_990595684129824768	#AliciaCastro me Block! A miiiiiiiiiiiii, Ahahahajajajajajajajajaajajajajajaj quien essssss!!!!! Una #Puta, bahhhh	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Puta']
744	tweet91_1235477951988281345	@laSextaTV Ese brazo Cayetana!!!!!!!!	NOVIOLENTO	NO				[]
2326	tweet30_1593062132886929409	@Rita_Maestre Pues si, despido inmediato a todos los que se han dado de baja, y convocar nuevas plazas. Sobran trabajadores mas cualificados y con ganas de trabajar, y a todos esos piojosos a la puta calle, que los mantenga unidas no podemos con ayuso.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['piojosos', 'a la puta calle']
1067	tweet28_1592587064305807360	@bea_fanjul Fanjul Vete a la puta mierda tu, la NAZI de AYUSO el tonto de Feijo y el subnormal de Almeida con el M.Rajoy de regalo https://t.co/TxXSSwSfJx	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Vete a la puta mierda', 'la NAZI', 'tonto', 'subnormal']
1846	tweet88_1235080299823808513	@laSextaTV Las verdades ofenden y @laSextaTV es especialista en manipular noticias. Ejemplo es la foto elegida para ilustrar la noticia de @cayetanaAT , solo hay que abrir un poco ms la mente para ver cmo usando mensajes subliminales, manipulas a TODA UNA SOCIEDAD. Lindo futuro tenemos...	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['manipular', 'manipulas']
