	id	text	label	insulto	grado	rol	tipo	insultos
66	tweet26_1592136080064937985	@aperezboix Yo he usado la socialista andaluza cuando era!!!  Y en una semana, festiva en la region, la atencin fue excepcional y me llamaron varias veces por si me encontraba bien o mal... En Madrid, con Ayuso y con CANCER y COVID19 ni una puta llamada... No s que decir!!! Pero...	NOVIOLENTO	SI				['puta llamada']
67	tweet86_1235241566056435712	"@IreneMontero Cuando cuidemos de que la chica llegue a casa ""sola y borracha"" el siguiente paso preguntarse por que una chica o chico llega a casa solo y borracho? Tal vez estos chicos necesiten una ayuda en valores en bsqueda de la identidad que le haga no ir ""solos y borrachos"""	NOVIOLENTO	NO				[]
68	tweet31_1591865257101762560	La excusa perfecta para echar a Ayuso ahora es la #Sanidad Anteriormente fue que benefici a su hermano.  Estn tan desesperados que ya no saben que hacer,la poltica da asco	VIOLENTO	SI	MODERADO	PASIVO	OTRO	['da asco']
69	tweet7_1235177638416744450	@laSextaTV Puedo decir q ustedes mintieron e hicieron un traje a medida a la ONCE para ir contra una Org d Discapacitados q tiene ms de 150 sentencias a favor y contra la ONCE, pero ustedes previo pago d la ONCE supuestamente de 6 millones d euros en publicidad, hicieron ver lo contrario.	NOVIOLENTO	NO				[]
70	tweet20_1592067918678097921	"@RosaVillacastin El eslogan de la manifestacin  era ""AYUSO  PUTA"" ? muy fino Rosa,te recordamos por Torreciudad!"	VIOLENTO	SI	MODERADO	INFORMATIVO	POLITICA	"['""AYUSO  PUTA"" ?']"
71	tweet73_1235093930347245568	"@laSextaTV Querris decir ""la Secta"" no? Bravo por Cayetana!!!!"	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	"['""la Secta""']"
72	tweet31_1235270762845655043	@IreneMontero Irene, os habis equivocado con el lema. No pasa nada. Rectifica por favor. Ningn/a padre/madre est tranquilo si su hij@ llega borrach@ a casa porque adems de acosadores pueden sufrir un percance y no ser conscientes de ello. Alcohol s, pero con moderacin	NOVIOLENTO	NO				[]
73	tweet84_1234950949938044933	@laSextaTV La Secta...TV y tiene toda la razn est mujer. Sois un medio populista que algunos de vuetros programas dan verdadero asco.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['La Secta', 'dan verdadero asco']
74	tweet48_1235457695559319552	@IreneMontero Sola y borracha quiero llegar al trabajo, quedara fatal verdad?, no me imagino tener una madre as. Prefiero que venga con mi padre o pareja y sobria. Pero en fin, respeto que te guste en exceso el alcohol y la soledad, aunque luego nos cueste dinero el tratamiento.	VIOLENTO	NO	MODERADO	EJECUTOR	OTRO	['que te guste en exceso el alcohol']
75	tweet22_1234940789643501569	@laSextaTV Pero por que os hacis los ofendidos, teneis lo que os mereceis, por mentir y estar a las ordenes de la izmierda de este pais	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['teneis lo que os mereceis', 'mentir', 'izmierda']
76	tweet95_1235158755391803392	@laSextaTV ESTAMOS CON CAYETANA!!	NOVIOLENTO	NO				[]
77	tweet89_1235220816805138440	@IreneMontero Que bochorno de Ministra de igual-da. Que bochorno.	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['Que bochorno']
78	tweet48_1592535216249528321	@telecincoes Que se lo explique a la  de su jefa queda ascola ta como defiende a la inepta trumpista y payasa de Ayuso .	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['inepta', 'payasa']
79	tweet9_1234851146667302913	@laSextaTV @cayetanaAT El el problema es la tibieza absoluta de los dems dirigentes del @populares; quizs debas plantearte otras opciones polticas muchsimo mejores sin duda.	NOVIOLENTO	NO				[]
80	tweet14_989568575223619584	Sindicatos  estis haciendo el #ridiculo traidors @ufpol @Sup_Policia @cep_cepolicia @AUGC_Comunica @UnionGC @SPPnacional @ASP_CNP #MarchaporlaEquiparacionYa sois artfices de la #falsaequiparacin , que os han dado para venderos? Vendidos ! Ni las migajas que firmasteis!	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['estis haciendo el #ridiculo', 'traidors']
81	tweet94_1234976983408205824	@laSextaTV @cayetanaAT Qu bueno que no se retracte.	NOVIOLENTO	NO				[]
82	tweet76_1235835045446692864	@laSextaTV Cada vez me cae mejor esta mujer	NOVIOLENTO	NO				[]
83	tweet9_1234930906990772225	@laSextaTV Hace bien. Dice la verdad.	NOVIOLENTO	NO				[]
84	tweet84_1591559764625989632	@laSextaXplica La que lleva toda la noche llamando a Ayuso con cara de asco la TACHER  dice que El No A La Guerra de maana no est politizado. Jajajaja jajajaja jajajaja jajajaja jajajaja	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['con cara de asco']
85	tweet97_1234956788497309703	@laSextaTV Sois la sextapo, comisarios politicos	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['sextapo']
86	tweet29_1235508907507879936	@IreneMontero LA DIFERENCIA ENTRE ABUSO Y AGRESIN ESTA PARA QUE HAYA MENOS VIOLACIONES AL SABER QUE TE CAEN MS PENAS POR HACER UN ABUSO QUE UNA AGRESIN SO INTIL, SI POR HACER CUALQUIERA DE LAS DOS TE CAE LA MISMA PENA A LOS VIOLADORES LES VA A DAR IGUAL HACER LO MS GRAVE,PEDAZO PIEDRA.	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['SO INTIL', 'PEDAZO PIEDRA.']
87	tweet39_1234903929655373825	@laSextaTV Absolutamente cierto	NOVIOLENTO	NO				[]
88	tweet97_1235137301241618432	@laSextaTV La verdad duele. Cuando lleva razn. Miren sus audiencias, puede que saquen algo en claro. Y no todos somos fachas.	NOVIOLENTO	NO				[]
89	tweet24_1592080521869524992	@Juanma_Cabrera @todoatreseuros @ppmadrid Jajasjjajaja vaya nivel que tienen los del PP. Si quieres Almodovar que puede pagarlo, se va ir a la pblica que es una puta mierda. Si todos pudiramos ahora mismo nos iramos a la privada, porque mejor pagar que morir, como los abuelos de las residencias. Ayuso DIMISIN	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['una puta mierda']
90	tweet86_1234909227573006337	@laSextaTV Cmo se atreve decir eso de un medio de comunicacin veraz e imparcial como el vuestro..  Por cierto.. Encontrasteis a los 44 de Vox en Marinaleda?	NOVIOLENTO	NO				[]
91	tweet0_1234926735596060672	@laSextaTV Ha dicho lo que muchos pensamos.	NOVIOLENTO	NO				[]
92	tweet33_1591890445764026368	@SentiSerra Se la echa en las urnas, espero que lo de hoy se refleje en ellas, porque si Ayuso est desmantelando la sanidad pblica es porque la gente  vot caas y cervezas. As de triste. Asco	NOVIOLENTO	SI				['Asco']
93	tweet53_1591501009410748417	@rosadiezglez No como Ayuso que est preocupadsima por la sanidad y la gente, por eso dej morir slos y sin atender a los ancianos en las residencias  Dais mucho asco	VIOLENTO	SI	GRAVE	EJECUTOR	OTRO	['dej morir', 'Dais mucho asco']
94	tweet5_1234883194752786433	@laSextaTV No tiene nada de lo que retractarse , dice la verdad como una valiente que es y punto.	NOVIOLENTO	NO				[]
95	tweet38_1234869482138611712	@laSextaTV Normal, tiene razn. Al fin alguien pblicamente lo que muchos espaoles pensamos.	NOVIOLENTO	NO				[]
96	tweet77_1235149902302322688	@laSextaTV Bravo por lvarez de Toledo!!	NOVIOLENTO	NO				[]
97	tweet23_1235342398626189314	@IreneMontero Llevis dos meses en el gobierno y no paris de cagarla, sois lamentables... enseando la patita	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['cagarla', 'sois lamentables']
98	tweet19_1235264599714390018	@laSextaTV @laSextaTV esta bloqueada en todos mis dispositivos , es absolutamente amoral y farsante.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['amoral', 'farsante']
99	tweet14_1235207179508031488	@IreneMontero Eres una cnica, no te hagas la loca, tu eslogan incita al consumo de alcohol.	VIOLENTO	SI	MODERADO	EJECUTOR	POLITICA	['Eres una cnica']
100	tweet98_1235257105453658112	@IreneMontero A ver Irene, que solas y borrachas llegaris tranquilas, pero a viejas.	NOVIOLENTO	NO				[]
101	tweet1_1591836153975607296	@JessOjedaCalvo @a_reyes_n @IdiazAyuso @sanchezcastejon O del coletas, que hasta el consejero de ayuso lo desminti,luego si se les muere un familiar a un ayuser por falta de personal, que sigan con su puta cervecita y tapita, el muerto ya no va encontrarse a su ex.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['con su puta']
102	tweet74_1235200262668775424	@IreneMontero Compartiendo el mensaje de fondo el slogan es una estupidez mal planteada que no hay por donde coger.  De un Ministerio espero poltica seria.  Esto no lo es.	NOVIOLENTO	NO				[]
103	tweet39_1235042469189783552	@laSextaTV @cayetanaAT Se ve que a Gorilas en la Nieva y dems medios progresistas, les molesta Cayetana...	NOVIOLENTO	NO				[]
104	tweet68_1592434844700901376	Estoy oyendo a Jos Luis Aylln en la Ser justificando la gestin de Ayuso en la sanidad y me est dando asco, mucho asco. Aunque ngels y Madina le estn rebatiendo sus argunentos, l sigue don erre que erre, dime con quien andas y te dir como piensas, mucho asco... https://t.co/HeL1h31Lzi	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['me est dando asco', 'mucho asco', 'mucho asco']
105	tweet66_1235208737503277056	@laSextaTV @mfyc1968 Y por qu tendra que retractarse? Lubertad de expresin lo llaman los de izquiedas....	NOVIOLENTO	NO				[]
106	tweet63_1234965965919662086	@laSextaTV Os retractais vosotros de vuestra basura?	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['vuestra basura']
107	tweet77_1234923294794670080	@laSextaTV Totalmente de acuerdo con Cayetana.	NOVIOLENTO	NO				[]
108	tweet80_1235314832838217728	@IreneMontero No ha sido bien elegido porque parece que digan que la mujer debe beber. Para divertirse no hace falta. Est claro que ninguna agresin tiene justificacin ninguna.	NOVIOLENTO	NO				[]
109	tweet8_1592579135381311489	@Monica_Garcia_G Joder la sanidad funciona de puta Pena en toda Espaa. Pero ojo Ayuso es el problema.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Joder', 'de puta Pena']
110	tweet66_1591777886679490561	@europapress MENTIRA MENTIRA MENTIRA MENTIRA MENTIRA MENTIRA. VEN A VALENCIA Y VERS COMO EST LA SANIDAD. VAIS CONTRA AYUSO, PORQUE ESA ES VUESTRA FORMA DE HACER POLTICA. YA DAIS ASCO.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['DAIS ASCO']
111	tweet58_1591154282505850880	@Mag71Mag Ayuso..PRESIDENTA..aunque les duela hijos de puta	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['aunque les duela hijos de puta']
112	tweet46_1592139658884157442	@SuperRoStar @IdiazAyuso Es todo puta poltica para cargarse a Ayuso. Todo una falsa de los rojos	NOVIOLENTO	SI				['puta']
113	tweet99_1235523157152296960	@IreneMontero Sola y borracha... Cmo tienes el hgado y el cerebro? Pregunto, yo slo pregunto.	NOVIOLENTO	NO				[]
114	tweet21_1234960905496092674	@laSextaTV Dijo verdades como puos.	NOVIOLENTO	NO				[]
115	tweet36_990595684129824768	#AliciaCastro me Block! A miiiiiiiiiiiii, Ahahahajajajajajajajajaajajajajajaj quien essssss!!!!! Una #Puta, bahhhh	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Puta']
116	tweet91_1235477951988281345	@laSextaTV Ese brazo Cayetana!!!!!!!!	NOVIOLENTO	NO				[]
117	tweet30_1593062132886929409	@Rita_Maestre Pues si, despido inmediato a todos los que se han dado de baja, y convocar nuevas plazas. Sobran trabajadores mas cualificados y con ganas de trabajar, y a todos esos piojosos a la puta calle, que los mantenga unidas no podemos con ayuso.	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['piojosos', 'a la puta calle']
118	tweet28_1592587064305807360	@bea_fanjul Fanjul Vete a la puta mierda tu, la NAZI de AYUSO el tonto de Feijo y el subnormal de Almeida con el M.Rajoy de regalo https://t.co/TxXSSwSfJx	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['Vete a la puta mierda', 'la NAZI', 'tonto', 'subnormal']
119	tweet88_1235080299823808513	@laSextaTV Las verdades ofenden y @laSextaTV es especialista en manipular noticias. Ejemplo es la foto elegida para ilustrar la noticia de @cayetanaAT , solo hay que abrir un poco ms la mente para ver cmo usando mensajes subliminales, manipulas a TODA UNA SOCIEDAD. Lindo futuro tenemos...	VIOLENTO	SI	MODERADO	EJECUTOR	OTRO	['manipular', 'manipulas']
120	tweet15_1235205434920841218	@laSextaTV Con su valenta, firmeza y sin complejos debera de haber ms polticas, si a la SeCta , y otros medios de comunicacin les molesta, seal de que lo est haciendo bien.	NOVIOLENTO	NO				[]
